a15-watt, a17-watt, gpu-watt, mem-watt

0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
2.498000, 0.168000, 0.130000, 0.066000
2.498000, 0.168000, 0.130000, 0.066000
2.498000, 0.168000, 0.130000, 0.066000
2.498000, 0.168000, 0.130000, 0.066000
2.498000, 0.168000, 0.130000, 0.066000
2.498000, 0.168000, 0.130000, 0.066000
2.498000, 0.168000, 0.130000, 0.066000
2.498000, 0.168000, 0.130000, 0.066000
2.498000, 0.168000, 0.130000, 0.066000
2.498000, 0.168000, 0.130000, 0.066000
2.498000, 0.168000, 0.130000, 0.066000
2.498000, 0.168000, 0.130000, 0.066000
2.498000, 0.168000, 0.130000, 0.066000
2.498000, 0.168000, 0.130000, 0.066000
2.498000, 0.168000, 0.130000, 0.066000
2.498000, 0.168000, 0.130000, 0.066000
2.498000, 0.168000, 0.130000, 0.066000
2.498000, 0.168000, 0.130000, 0.066000
2.498000, 0.168000, 0.130000, 0.066000
2.498000, 0.168000, 0.130000, 0.066000
2.498000, 0.168000, 0.130000, 0.066000
2.498000, 0.168000, 0.130000, 0.066000
2.498000, 0.168000, 0.130000, 0.066000
2.498000, 0.168000, 0.130000, 0.066000
2.498000, 0.168000, 0.130000, 0.066000
2.498000, 0.168000, 0.130000, 0.066000
2.498000, 0.168000, 0.130000, 0.066000
2.220000, 0.211000, 0.131000, 0.053000
2.220000, 0.211000, 0.131000, 0.053000
2.220000, 0.211000, 0.131000, 0.053000
2.220000, 0.211000, 0.131000, 0.053000
2.220000, 0.211000, 0.131000, 0.053000
2.220000, 0.211000, 0.131000, 0.053000
2.220000, 0.211000, 0.131000, 0.053000
2.220000, 0.211000, 0.131000, 0.053000
2.220000, 0.211000, 0.131000, 0.053000
2.220000, 0.211000, 0.131000, 0.053000
2.220000, 0.211000, 0.131000, 0.053000
2.220000, 0.211000, 0.131000, 0.053000
2.220000, 0.211000, 0.131000, 0.053000
2.220000, 0.211000, 0.131000, 0.053000
2.220000, 0.211000, 0.131000, 0.053000
2.220000, 0.211000, 0.131000, 0.053000
2.220000, 0.211000, 0.131000, 0.053000
2.220000, 0.211000, 0.131000, 0.053000
2.220000, 0.211000, 0.131000, 0.053000
2.220000, 0.211000, 0.131000, 0.053000
2.220000, 0.211000, 0.131000, 0.053000
2.220000, 0.211000, 0.131000, 0.053000
2.220000, 0.211000, 0.131000, 0.053000
2.220000, 0.211000, 0.131000, 0.053000
2.220000, 0.211000, 0.131000, 0.053000
2.220000, 0.211000, 0.131000, 0.053000
1.304000, 0.184000, 0.132000, 0.057000
1.304000, 0.184000, 0.132000, 0.057000
1.304000, 0.184000, 0.132000, 0.057000
1.304000, 0.184000, 0.132000, 0.057000
1.304000, 0.184000, 0.132000, 0.057000
1.304000, 0.184000, 0.132000, 0.057000
1.304000, 0.184000, 0.132000, 0.057000
1.304000, 0.184000, 0.132000, 0.057000
1.304000, 0.184000, 0.132000, 0.057000
1.304000, 0.184000, 0.132000, 0.057000
1.304000, 0.184000, 0.132000, 0.057000
1.304000, 0.184000, 0.132000, 0.057000
1.304000, 0.184000, 0.132000, 0.057000
1.304000, 0.184000, 0.132000, 0.057000
1.304000, 0.184000, 0.132000, 0.057000
1.304000, 0.184000, 0.132000, 0.057000
1.304000, 0.184000, 0.132000, 0.057000
1.304000, 0.184000, 0.132000, 0.057000
1.304000, 0.184000, 0.132000, 0.057000
1.304000, 0.184000, 0.132000, 0.057000
1.304000, 0.184000, 0.132000, 0.057000
1.304000, 0.184000, 0.132000, 0.057000
1.304000, 0.184000, 0.132000, 0.057000
1.304000, 0.184000, 0.132000, 0.057000
1.304000, 0.184000, 0.132000, 0.057000
1.304000, 0.184000, 0.132000, 0.057000
1.130000, 0.177000, 0.130000, 0.030000
1.130000, 0.177000, 0.130000, 0.030000
1.130000, 0.177000, 0.130000, 0.030000
1.130000, 0.177000, 0.130000, 0.030000
1.130000, 0.177000, 0.130000, 0.030000
1.130000, 0.177000, 0.130000, 0.030000
1.130000, 0.177000, 0.130000, 0.030000
1.130000, 0.177000, 0.130000, 0.030000
1.130000, 0.177000, 0.130000, 0.030000
1.130000, 0.177000, 0.130000, 0.030000
1.130000, 0.177000, 0.130000, 0.030000
1.130000, 0.177000, 0.130000, 0.030000
1.130000, 0.177000, 0.130000, 0.030000
1.130000, 0.177000, 0.130000, 0.030000
1.130000, 0.177000, 0.130000, 0.030000
1.130000, 0.177000, 0.130000, 0.030000
1.130000, 0.177000, 0.130000, 0.030000
1.130000, 0.177000, 0.130000, 0.030000
1.130000, 0.177000, 0.130000, 0.030000
1.130000, 0.177000, 0.130000, 0.030000
1.130000, 0.177000, 0.130000, 0.030000
1.130000, 0.177000, 0.130000, 0.030000
1.130000, 0.177000, 0.130000, 0.030000
1.130000, 0.177000, 0.130000, 0.030000
1.130000, 0.177000, 0.130000, 0.030000
1.130000, 0.177000, 0.130000, 0.030000
1.216000, 0.163000, 0.130000, 0.031000
1.216000, 0.163000, 0.130000, 0.031000
1.216000, 0.163000, 0.130000, 0.031000
1.216000, 0.163000, 0.130000, 0.031000
1.216000, 0.163000, 0.130000, 0.031000
1.216000, 0.163000, 0.130000, 0.031000
1.216000, 0.163000, 0.130000, 0.031000
1.216000, 0.163000, 0.130000, 0.031000
