a15-watt, a17-watt, gpu-watt, mem-watt

0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
1.799000, 0.163000, 0.141000, 0.057000
1.799000, 0.163000, 0.141000, 0.057000
1.799000, 0.163000, 0.141000, 0.057000
1.799000, 0.163000, 0.141000, 0.057000
1.799000, 0.163000, 0.141000, 0.057000
1.799000, 0.163000, 0.141000, 0.057000
1.799000, 0.163000, 0.141000, 0.057000
1.799000, 0.163000, 0.141000, 0.057000
1.799000, 0.163000, 0.141000, 0.057000
1.799000, 0.163000, 0.141000, 0.057000
1.799000, 0.163000, 0.141000, 0.057000
1.799000, 0.163000, 0.141000, 0.057000
1.799000, 0.163000, 0.141000, 0.057000
1.799000, 0.163000, 0.141000, 0.057000
1.799000, 0.163000, 0.141000, 0.057000
1.799000, 0.163000, 0.141000, 0.057000
1.799000, 0.163000, 0.141000, 0.057000
1.799000, 0.163000, 0.141000, 0.057000
1.799000, 0.163000, 0.141000, 0.057000
1.799000, 0.163000, 0.141000, 0.057000
1.799000, 0.163000, 0.141000, 0.057000
1.799000, 0.163000, 0.141000, 0.057000
1.799000, 0.163000, 0.141000, 0.057000
1.799000, 0.163000, 0.141000, 0.057000
1.799000, 0.163000, 0.141000, 0.057000
1.799000, 0.163000, 0.141000, 0.057000
1.197000, 0.163000, 0.141000, 0.029000
1.197000, 0.163000, 0.141000, 0.029000
1.197000, 0.163000, 0.141000, 0.029000
1.197000, 0.163000, 0.141000, 0.029000
1.197000, 0.163000, 0.141000, 0.029000
1.197000, 0.163000, 0.141000, 0.029000
1.197000, 0.163000, 0.141000, 0.029000
1.197000, 0.163000, 0.141000, 0.029000
1.197000, 0.163000, 0.141000, 0.029000
1.197000, 0.163000, 0.141000, 0.029000
1.197000, 0.163000, 0.141000, 0.029000
1.197000, 0.163000, 0.141000, 0.029000
1.197000, 0.163000, 0.141000, 0.029000
1.197000, 0.163000, 0.141000, 0.029000
1.197000, 0.163000, 0.141000, 0.029000
1.197000, 0.163000, 0.141000, 0.029000
1.197000, 0.163000, 0.141000, 0.029000
1.197000, 0.163000, 0.141000, 0.029000
1.197000, 0.163000, 0.141000, 0.029000
1.197000, 0.163000, 0.141000, 0.029000
1.197000, 0.163000, 0.141000, 0.029000
1.197000, 0.163000, 0.141000, 0.029000
1.197000, 0.163000, 0.141000, 0.029000
1.197000, 0.163000, 0.141000, 0.029000
1.197000, 0.163000, 0.141000, 0.029000
1.197000, 0.163000, 0.141000, 0.029000
1.178000, 0.160000, 0.140000, 0.029000
1.178000, 0.160000, 0.140000, 0.029000
1.178000, 0.160000, 0.140000, 0.029000
1.178000, 0.160000, 0.140000, 0.029000
1.178000, 0.160000, 0.140000, 0.029000
1.178000, 0.160000, 0.140000, 0.029000
1.178000, 0.160000, 0.140000, 0.029000
1.178000, 0.160000, 0.140000, 0.029000
1.178000, 0.160000, 0.140000, 0.029000
1.178000, 0.160000, 0.140000, 0.029000
1.178000, 0.160000, 0.140000, 0.029000
1.178000, 0.160000, 0.140000, 0.029000
1.178000, 0.160000, 0.140000, 0.029000
1.178000, 0.160000, 0.140000, 0.029000
1.178000, 0.160000, 0.140000, 0.029000
1.178000, 0.160000, 0.140000, 0.029000
1.178000, 0.160000, 0.140000, 0.029000
1.178000, 0.160000, 0.140000, 0.029000
1.178000, 0.160000, 0.140000, 0.029000
1.178000, 0.160000, 0.140000, 0.029000
1.178000, 0.160000, 0.140000, 0.029000
1.178000, 0.160000, 0.140000, 0.029000
1.178000, 0.160000, 0.140000, 0.029000
1.178000, 0.160000, 0.140000, 0.029000
1.178000, 0.160000, 0.140000, 0.029000
1.178000, 0.160000, 0.140000, 0.029000
1.169000, 0.158000, 0.140000, 0.029000
1.169000, 0.158000, 0.140000, 0.029000
1.169000, 0.158000, 0.140000, 0.029000
1.169000, 0.158000, 0.140000, 0.029000
1.169000, 0.158000, 0.140000, 0.029000
1.169000, 0.158000, 0.140000, 0.029000
1.169000, 0.158000, 0.140000, 0.029000
1.169000, 0.158000, 0.140000, 0.029000
1.169000, 0.158000, 0.140000, 0.029000
1.169000, 0.158000, 0.140000, 0.029000
1.169000, 0.158000, 0.140000, 0.029000
1.169000, 0.158000, 0.140000, 0.029000
1.169000, 0.158000, 0.140000, 0.029000
1.169000, 0.158000, 0.140000, 0.029000
1.169000, 0.158000, 0.140000, 0.029000
1.169000, 0.158000, 0.140000, 0.029000
1.169000, 0.158000, 0.140000, 0.029000
1.169000, 0.158000, 0.140000, 0.029000
1.169000, 0.158000, 0.140000, 0.029000
1.169000, 0.158000, 0.140000, 0.029000
1.169000, 0.158000, 0.140000, 0.029000
1.169000, 0.158000, 0.140000, 0.029000
1.169000, 0.158000, 0.140000, 0.029000
1.169000, 0.158000, 0.140000, 0.029000
1.169000, 0.158000, 0.140000, 0.029000
1.169000, 0.158000, 0.140000, 0.029000
1.161000, 0.160000, 0.140000, 0.030000
1.161000, 0.160000, 0.140000, 0.030000
1.161000, 0.160000, 0.140000, 0.030000
1.161000, 0.160000, 0.140000, 0.030000
1.161000, 0.160000, 0.140000, 0.030000
1.161000, 0.160000, 0.140000, 0.030000
1.161000, 0.160000, 0.140000, 0.030000
1.161000, 0.160000, 0.140000, 0.030000
1.161000, 0.160000, 0.140000, 0.030000
